ModulationOrder,SNR,PilotLength,PilotSpacing,SymbolRate,PhaseNoise,BER,CBER
4,5,64,1024,30000000,20,0.24512217,0.214968312
4,5,64,1024,30000000,25,0.424545599,0.377805126
4,5,64,1024,30000000,30,0.489262795,0.47791773
4,5,64,1024,100000000,0,0.040213449,0.03902264
4,5,64,1024,100000000,5,0.047029456,0.040901028
4,5,64,1024,100000000,10,0.067392777,0.048145528
4,5,64,1024,100000000,15,0.128183793,0.065504424
4,5,64,1024,100000000,20,0.28021863,0.126220703
4,5,64,1024,100000000,25,0.404944595,0.248176419
4,5,64,1024,100000000,30,0.526720942,0.405771684
4,5,64,1024,300000000,0,0.039311623,0.038942921
4,5,64,1024,300000000,5,0.044682717,0.03932657
4,5,64,1024,300000000,10,0.080187739,0.041753029
4,5,64,1024,300000000,15,0.19729552,0.04916195
4,5,64,1024,300000000,20,0.238181601,0.076316366
4,5,64,1024,300000000,25,0.420589525,0.144501355
4,5,64,1024,300000000,30,0.50880401,0.278594348
4,5,64,1024,1000000000,0,0.038245376,0.037881657
4,5,64,1024,1000000000,5,0.04199717,0.038813377
4,5,64,1024,1000000000,10,0.087790976,0.039695273
4,5,64,1024,1000000000,15,0.0872728,0.042649872
4,5,64,1024,1000000000,20,0.298200335,0.049545599
4,5,64,1024,1000000000,25,0.277049785,0.075559032
4,5,64,1024,1000000000,30,0.533068599,0.163932956
4,5,64,1024,10000000000,0,0.038972816,0.038942921
4,5,64,1024,10000000000,5,0.039421237,0.037946429
4,5,64,1024,10000000000,10,0.03938636,0.038364955
4,5,64,1024,10000000000,15,0.057228555,0.038972816
4,5,64,1024,10000000000,20,0.06023298,0.038688815
4,5,64,1024,10000000000,25,0.235207071,0.039167132
4,5,64,1024,10000000000,30,0.220020528,0.042540258
4,5,64,1024,30000000000,0,0.036895129,0.037338568
4,5,64,1024,30000000000,5,0.037253866,0.037398358
4,5,64,1024,30000000000,10,0.039655413,0.038280254
4,5,64,1024,30000000000,15,0.041623485,0.038300183
4,5,64,1024,30000000000,20,0.046152543,0.037856744
4,5,64,1024,30000000000,25,0.101293447,0.038011201
4,5,64,1024,30000000000,30,0.212686344,0.037782007
4,10,2,16,1000000,0,0.0014,0.002235
4,10,2,16,1000000,5,0.00348,0.003665
4,10,2,16,1000000,10,0.02052,0.00859
4,10,2,16,1000000,15,0.087965,0.035525
4,10,2,16,1000000,20,0.21842,0.1204
4,10,2,16,1000000,25,0.39964,0.28204
4,10,2,16,1000000,30,0.49473,0.43968
4,10,2,16,10000000,0,0.00145,0.00211
4,10,2,16,10000000,5,0.003825,0.002105
4,10,2,16,10000000,10,0.02267,0.00287
4,10,2,16,10000000,15,0.089135,0.00481
4,10,2,16,10000000,20,0.22187,0.015895
4,10,2,16,10000000,25,0.406235,0.06384
4,10,2,16,10000000,30,0.497725,0.186105
4,10,2,16,30000000,0,0.001125,0.002045
4,10,2,16,30000000,5,0.00428,0.00217
4,10,2,16,30000000,10,0.020215,0.002235
4,10,2,16,30000000,15,0.08822,0.002695
4,10,2,16,30000000,20,0.220245,0.00494
4,10,2,16,30000000,25,0.399085,0.015885
4,10,2,16,30000000,30,0.48929,0.062915
4,10,2,16,100000000,0,0.001305,0.00199
4,10,2,16,100000000,5,0.002915,0.00213
4,10,2,16,100000000,10,0.01681,0.00211
4,10,2,16,100000000,15,0.098305,0.002005
4,10,2,16,100000000,20,0.265655,0.002405
4,10,2,16,100000000,25,0.355905,0.003115
4,10,2,16,100000000,30,0.483745,0.007385
4,10,2,16,300000000,0,0.00133,0.00197
4,10,2,16,300000000,5,0.002585,0.002005
4,10,2,16,300000000,10,0.032335,0.00211
4,10,2,16,300000000,15,0.07058,0.00193
4,10,2,16,300000000,20,0.21914,0.00205
4,10,2,16,300000000,25,0.492875,0.002225
4,10,2,16,300000000,30,0.5101,0.00227
4,10,2,16,1000000000,0,0.001745,0.00193
4,10,2,16,1000000000,5,0.00154,0.002045
4,10,2,16,1000000000,10,0.026995,0.00185
4,10,2,16,1000000000,15,0.06021,0.00211
4,10,2,16,1000000000,20,0.192795,0.00197
4,10,2,16,1000000000,25,0.30216,0.0022
4,10,2,16,1000000000,30,0.52231,0.002
4,10,2,16,10000000000,0,0.00086,0.002055
4,10,2,16,10000000000,5,0.000875,0.00204
4,10,2,16,10000000000,10,0.00229,0.00199
4,10,2,16,10000000000,15,0.02209,0.00197
4,10,2,16,10000000000,20,0.02504,0.002275
4,10,2,16,10000000000,25,0.2641,0.00203
4,10,2,16,10000000000,30,0.444725,0.001895
4,10,2,16,30000000000,0,0.00075,0.001745
4,10,2,16,30000000000,5,0.000895,0.00215
4,10,2,16,30000000000,10,0.00118,0.00215
4,10,2,16,30000000000,15,0.00174,0.002075
4,10,2,16,30000000000,20,0.018325,0.001875
4,10,2,16,30000000000,25,0.023845,0.001975
4,10,2,16,30000000000,30,0.251495,0.002075
4,10,2,64,1000000,0,0.001324576,0.003084013
4,10,2,64,1000000,5,0.00381378,0.007337652
4,10,2,64,1000000,10,0.019858645,0.027106326
4,10,2,64,1000000,15,0.089171465,0.094939619
4,10,2,64,1000000,20,0.226902391,0.236799224
4,10,2,64,1000000,25,0.398662428,0.406889795
4,10,2,64,1000000,30,0.496266195,0.483525272
4,10,2,64,10000000,0,0.001419546,0.002379239
4,10,2,64,10000000,5,0.003363924,0.002494202
4,10,2,64,10000000,10,0.019203855,0.004533549
4,10,2,64,10000000,15,0.094174864,0.015620002
4,10,2,64,10000000,20,0.229391595,0.061270393
4,10,2,64,10000000,25,0.401596489,0.169825656
4,10,2,64,10000000,30,0.499490163,0.341110845
4,10,2,64,30000000,0,0.001229607,0.001914387
4,10,2,64,30000000,5,0.003308941,0.002364243
4,10,2,64,30000000,10,0.017404431,0.002814099
4,10,2,64,30000000,15,0.102102327,0.005643194
4,10,2,64,30000000,20,0.234245042,0.018744002
4,10,2,64,30000000,25,0.392309461,0.077545186
4,10,2,64,30000000,30,0.505233325,0.207368642
4,10,2,64,100000000,0,0.001189619,0.001894394
4,10,2,64,100000000,5,0.003223968,0.002019354
4,10,2,64,100000000,10,0.028275952,0.002414227
4,10,2,64,100000000,15,0.087636956,0.002429223
4,10,2,64,100000000,20,0.194947617,0.005508237
4,10,2,64,100000000,25,0.394693698,0.017619362
4,10,2,64,100000000,30,0.465920905,0.067353447
4,10,2,64,300000000,0,0.001034669,0.001959373
4,10,2,64,300000000,5,0.004253639,0.002164307
4,10,2,64,300000000,10,0.011681262,0.002134317
4,10,2,64,300000000,15,0.10140755,0.002159309
4,10,2,64,300000000,20,0.178587852,0.002174304
4,10,2,64,300000000,25,0.397127919,0.003558861
4,10,2,64,300000000,30,0.481565899,0.009876839
4,10,2,64,1000000000,0,0.001434541,0.002239283
4,10,2,64,1000000000,5,0.003034029,0.002259277
4,10,2,64,1000000000,10,0.015210133,0.002089331
4,10,2,64,1000000000,15,0.081833813,0.002329255
4,10,2,64,1000000000,20,0.217555382,0.002254279
4,10,2,64,1000000000,25,0.29240643,0.001909389
4,10,2,64,1000000000,30,0.529630518,0.002214291
4,10,2,64,10000000000,0,0.000834733,0.001944378
4,10,2,64,10000000000,5,0.001014675,0.002034349
4,10,2,64,10000000000,10,0.000934701,0.002004359
4,10,2,64,10000000000,15,0.003848768,0.001914387
4,10,2,64,10000000000,20,0.014795266,0.002044346
4,10,2,64,10000000000,25,0.11568798,0.001944378
4,10,2,64,10000000000,30,0.314354407,0.001984365
4,10,2,64,30000000000,0,0.000734765,0.001809421
4,10,2,64,30000000000,5,0.00090471,0.002014355
4,10,2,64,30000000000,10,0.001009677,0.002144314
4,10,2,64,30000000000,15,0.001514515,0.002004359
4,10,2,64,30000000000,20,0.008952135,0.001984365
4,10,2,64,30000000000,25,0.024457174,0.00212432
4,10,2,64,30000000000,30,0.163132798,0.001909389
4,10,2,128,1000000,0,0.001223825,0.003092032
4,10,2,128,1000000,5,0.003376758,0.007942375
4,10,2,128,1000000,10,0.019935862,0.036240209
4,10,2,128,1000000,15,0.088779771,0.120898937
4,10,2,128,1000000,20,0.221672195,0.270924912
4,10,2,128,1000000,25,0.395290521,0.439428149
4,10,2,128,1000000,30,0.493561181,0.490868766
4,10,2,128,10000000,0,0.001413643,0.0021879
4,10,2,128,10000000,5,0.003841312,0.003471667
4,10,2,128,10000000,10,0.019995804,0.006693574
4,10,2,128,10000000,15,0.092371324,0.028272858
4,10,2,128,10000000,20,0.211282169,0.093904851
4,10,2,128,10000000,25,0.398127797,0.236592871
4,10,2,128,10000000,30,0.496653213,0.406115129
4,10,2,128,30000000,0,0.001278772,0.001933144
4,10,2,128,30000000,5,0.003122003,0.002267823
4,10,2,128,30000000,10,0.01891684,0.003561581
4,10,2,128,30000000,15,0.092431266,0.009171196
4,10,2,128,30000000,20,0.217221467,0.03882273
4,10,2,128,30000000,25,0.403167959,0.12561441
4,10,2,128,30000000,30,0.499525456,0.291774896
4,10,2,128,100000000,0,0.001493566,0.002008072
4,10,2,128,100000000,5,0.003186941,0.002167919
4,10,2,128,100000000,10,0.022913004,0.00231278
4,10,2,128,100000000,15,0.08960398,0.003976183
4,10,2,128,100000000,20,0.199058903,0.009366009
4,10,2,128,100000000,25,0.393532209,0.041475184
4,10,2,128,100000000,30,0.528342791,0.142433264
4,10,2,128,300000000,0,0.001518542,0.001998082
4,10,2,128,300000000,5,0.004710478,0.002018063
4,10,2,128,300000000,10,0.016579084,0.002217871
4,10,2,128,300000000,15,0.045076726,0.002287804
4,10,2,128,300000000,20,0.194718071,0.003191936
4,10,2,128,300000000,25,0.336152294,0.007602701
4,10,2,128,300000000,30,0.481392863,0.031654612
4,10,2,128,1000000000,0,0.001413643,0.002078005
4,10,2,128,1000000000,5,0.00232277,0.002127957
4,10,2,128,1000000000,10,0.006268982,0.002018063
4,10,2,128,1000000000,15,0.162818694,0.001878197
4,10,2,128,1000000000,20,0.249370604,0.001928149
4,10,2,128,1000000000,25,0.40954184,0.002737372
4,10,2,128,1000000000,30,0.472671236,0.004420756
4,10,2,128,10000000000,0,0.000929108,0.002023058
4,10,2,128,10000000000,5,0.001143902,0.001928149
4,10,2,128,10000000000,10,0.002712396,0.002087996
4,10,2,128,10000000000,15,0.002402693,0.001888187
4,10,2,128,10000000000,20,0.010639786,0.002078005
4,10,2,128,10000000000,25,0.268936821,0.001928149
4,10,2,128,10000000000,30,0.221407449,0.001908168
4,10,2,128,30000000000,0,0.000689338,0.001838235
4,10,2,128,30000000000,5,0.000944094,0.002317775
4,10,2,128,30000000000,10,0.000999041,0.001963115
4,10,2,128,30000000000,15,0.001313739,0.002217871
4,10,2,128,30000000000,20,0.013212316,0.002058024
4,10,2,128,30000000000,25,0.005050152,0.001778293
4,10,2,128,30000000000,30,0.121818055,0.002127957
4,10,2,256,1000000,0,0.001368686,0.003801351
4,10,2,256,1000000,5,0.00365649,0.009785606
4,10,2,256,1000000,10,0.020899936,0.046525336
4,10,2,256,1000000,15,0.08959399,0.132442855
4,10,2,256,1000000,20,0.21912464,0.282398897
4,10,2,256,1000000,25,0.395745085,0.445347466
4,10,2,256,1000000,30,0.496008832,0.499450527
4,10,2,256,10000000,0,0.001413643,0.00268742
4,10,2,256,10000000,5,0.003861293,0.004335838
4,10,2,256,10000000,10,0.021434423,0.012657848
4,10,2,256,10000000,15,0.091547115,0.0496873
4,10,2,256,10000000,20,0.211926551,0.151359695
4,10,2,256,10000000,25,0.399196771,0.334653732
4,10,2,256,10000000,30,0.496168678,0.453219909
4,10,2,256,30000000,0,0.001408648,0.002048034
4,10,2,256,30000000,5,0.004016145,0.002867247
4,10,2,256,30000000,10,0.024471507,0.005684543
4,10,2,256,30000000,15,0.09117747,0.017023657
4,10,2,256,30000000,20,0.202955163,0.072285606
4,10,2,256,30000000,25,0.400900136,0.195177629
4,10,2,256,30000000,30,0.502737372,0.362067415
4,10,2,256,100000000,0,0.00109395,0.002008072
4,10,2,256,100000000,5,0.005155051,0.002287804
4,10,2,256,100000000,10,0.029162004,0.002727382
4,10,2,256,100000000,15,0.076271779,0.006278972
4,10,2,256,100000000,20,0.274631354,0.017742967
4,10,2,256,100000000,25,0.398722227,0.075032968
4,10,2,256,100000000,30,0.500349664,0.226822251
4,10,2,256,300000000,0,0.001213835,0.002237852
4,10,2,256,300000000,5,0.004036125,0.002277813
4,10,2,256,300000000,10,0.012707801,0.002477621
4,10,2,256,300000000,15,0.072850064,0.002952166
4,10,2,256,300000000,20,0.150495524,0.006838435
4,10,2,256,300000000,25,0.356193055,0.027024057
4,10,2,256,300000000,30,0.485908528,0.089084479
4,10,2,256,1000000000,0,0.001413643,0.002018063
4,10,2,256,1000000000,5,0.003136988,0.002097986
4,10,2,256,1000000000,10,0.036330123,0.001808264
4,10,2,256,1000000000,15,0.153822331,0.001883192
4,10,2,256,1000000000,20,0.149821172,0.002512588
4,10,2,256,1000000000,25,0.239400176,0.004470708
4,10,2,256,1000000000,30,0.565247363,0.013711837
4,10,2,256,10000000000,0,0.000799233,0.0021879
4,10,2,256,10000000000,5,0.000879156,0.002217871
4,10,2,256,10000000000,10,0.001233816,0.001988091
4,10,2,256,10000000000,15,0.00560462,0.002003077
4,10,2,256,10000000000,20,0.035201207,0.002092991
4,10,2,256,10000000000,25,0.168653093,0.002122962
4,10,2,256,10000000000,30,0.198484455,0.002018063
4,10,2,256,30000000000,0,0.000809223,0.001938139
4,10,2,256,30000000000,5,0.000919118,0.00207301
4,10,2,256,30000000000,10,0.001248801,0.002102981
4,10,2,256,30000000000,15,0.002147938,0.002122962
4,10,2,256,30000000000,20,0.008896459,0.002212876
4,10,2,256,30000000000,25,0.051150895,0.001963115
4,10,2,256,30000000000,30,0.193659087,0.00220788
4,10,2,512,1000000,0,0.001340282,0.004150391
4,10,2,512,1000000,5,0.003432916,0.009097975
4,10,2,512,1000000,10,0.018604512,0.045225805
4,10,2,512,1000000,15,0.087013712,0.141696229
4,10,2,512,1000000,20,0.220189931,0.301927216
4,10,2,512,1000000,25,0.397381218,0.471719547
4,10,2,512,1000000,30,0.4919035,0.496641821
4,10,2,512,10000000,0,0.001410037,0.003079161
4,10,2,512,10000000,5,0.003961057,0.006287867
4,10,2,512,10000000,10,0.021554129,0.02434929
4,10,2,512,10000000,15,0.092060945,0.079350686
4,10,2,512,10000000,20,0.222287548,0.206064652
4,10,2,512,10000000,25,0.396140585,0.378721899
4,10,2,512,10000000,30,0.504578882,0.4746592
4,10,2,512,30000000,0,0.001320352,0.002361687
4,10,2,512,30000000,5,0.004110531,0.003183793
4,10,2,512,30000000,10,0.020453005,0.008808992
4,10,2,512,30000000,15,0.098219268,0.038026148
4,10,2,512,30000000,20,0.216079401,0.124446947
4,10,2,512,30000000,25,0.40337512,0.291409239
4,10,2,512,30000000,30,0.510976363,0.437584702
4,10,2,512,100000000,0,0.001285475,0.001968072
4,10,2,512,100000000,5,0.002511161,0.00259088
4,10,2,512,100000000,10,0.012441207,0.003363162
4,10,2,512,100000000,15,0.0735511,0.01046317
4,10,2,512,100000000,20,0.162278779,0.045479911
4,10,2,512,100000000,25,0.377476283,0.154222138
4,10,2,512,100000000,30,0.508833905,0.306899713
4,10,2,512,300000000,0,0.001205756,0.002157406
4,10,2,512,300000000,5,0.003333267,0.002102599
4,10,2,512,300000000,10,0.009406888,0.002939652
4,10,2,512,300000000,15,0.077372648,0.00390625
4,10,2,512,300000000,20,0.176110092,0.014568718
4,10,2,512,300000000,25,0.367949817,0.059879225
4,10,2,512,300000000,30,0.473508251,0.168860611
4,10,2,512,1000000000,0,0.001061264,0.002416494
4,10,2,512,1000000000,5,0.002067722,0.002152423
4,10,2,512,1000000000,10,0.012999243,0.002441406
4,10,2,512,1000000000,15,0.091069436,0.00327846
4,10,2,512,1000000000,20,0.12631537,0.003781688
4,10,2,512,1000000000,25,0.273088728,0.012007733
4,10,2,512,1000000000,30,0.525555046,0.043407207
4,10,2,512,10000000000,0,0.000916773,0.002207231
4,10,2,512,10000000000,5,0.000777264,0.001405054
4,10,2,512,10000000000,10,0.001928213,0.002351722
4,10,2,512,10000000000,15,0.00329839,0.001953125
4,10,2,512,10000000000,20,0.020617427,0.00198302
4,10,2,512,10000000000,25,0.046650789,0.002386599
4,10,2,512,10000000000,30,0.114472058,0.002072704
4,10,2,512,30000000000,0,0.000777264,0.002212213
4,10,2,512,30000000000,5,0.000906808,0.002351722
4,10,2,512,30000000000,10,0.001056282,0.002336775
4,10,2,512,30000000000,15,0.004035794,0.001997967
4,10,2,512,30000000000,20,0.004035794,0.002097616
4,10,2,512,30000000000,25,0.054124482,0.00222716
4,10,2,512,30000000000,30,0.083540936,0.001958107
4,10,2,1024,1000000,0,0.001410037,0.003627232
4,10,2,1024,1000000,5,0.00360232,0.010567801
4,10,2,1024,1000000,10,0.019162548,0.049331354
4,10,2,1024,1000000,15,0.091079401,0.142513353
4,10,2,1024,1000000,20,0.218580596,0.291219906
4,10,2,1024,1000000,25,0.395134128,0.4652274
4,10,2,1024,1000000,30,0.494962731,0.498859016
4,10,2,1024,10000000,0,0.001439931,0.004260005
4,10,2,1024,10000000,5,0.003213688,0.009003308
4,10,2,1024,10000000,10,0.024010483,0.035644531
4,10,2,1024,10000000,15,0.100082709,0.124317403
4,10,2,1024,10000000,20,0.228151905,0.254309829
4,10,2,1024,10000000,25,0.416459064,0.435332629
4,10,2,1024,10000000,30,0.499441964,0.480244539
4,10,2,1024,30000000,0,0.00135523,0.002785196
4,10,2,1024,30000000,5,0.003627232,0.004145408
4,10,2,1024,30000000,10,0.026038345,0.024140027
4,10,2,1024,30000000,15,0.089739118,0.064717195
4,10,2,1024,30000000,20,0.227185308,0.170674227
4,10,2,1024,30000000,25,0.41697724,0.359290298
4,10,2,1024,30000000,30,0.491953324,0.462008729
4,10,2,1024,100000000,0,0.001529616,0.002575933
4,10,2,1024,100000000,5,0.002964565,0.002182318
4,10,2,1024,100000000,10,0.023691606,0.007374043
4,10,2,1024,100000000,15,0.085922553,0.023372728
4,10,2,1024,100000000,20,0.199313417,0.077786193
4,10,2,1024,100000000,25,0.372757892,0.207235531
4,10,2,1024,100000000,30,0.490363919,0.374990035
4,10,2,1024,300000000,0,0.00125558,0.002411511
4,10,2,1024,300000000,5,0.004603795,0.002461336
4,10,2,1024,300000000,10,0.008415378,0.004434391
4,10,2,1024,300000000,15,0.054089605,0.006058673
4,10,2,1024,300000000,20,0.254140426,0.033806003
4,10,2,1024,300000000,25,0.495196907,0.108114437
4,10,2,1024,300000000,30,0.458481146,0.240722656
4,10,2,1024,1000000000,0,0.001524633,0.001843511
4,10,2,1024,1000000000,5,0.001529616,0.002511161
4,10,2,1024,1000000000,10,0.003941127,0.00224709
4,10,2,1024,1000000000,15,0.043536751,0.002844986
4,10,2,1024,1000000000,20,0.221221301,0.00690071
4,10,2,1024,1000000000,25,0.3372728,0.02574438
4,10,2,1024,1000000000,30,0.526157924,0.113859216
4,10,2,1024,10000000000,0,0.000752352,0.001918248
4,10,2,1024,10000000000,5,0.001026387,0.002222178
4,10,2,1024,10000000000,10,0.002057757,0.002087651
4,10,2,1024,10000000000,15,0.01495735,0.002142459
4,10,2,1024,10000000000,20,0.024269571,0.002371652
4,10,2,1024,10000000000,25,0.102384606,0.001798669
4,10,2,1024,10000000000,30,0.354482223,0.003482741
4,10,2,1024,30000000000,0,0.000762317,0.001873406
4,10,2,1024,30000000000,5,0.000842036,0.002690529
4,10,2,1024,30000000000,10,0.000901826,0.002212213
4,10,2,1024,30000000000,15,0.000966598,0.001868423
4,10,2,1024,30000000000,20,0.045709104,0.002097616
4,10,2,1024,30000000000,25,0.022555604,0.002137476
4,10,2,1024,30000000000,30,0.148208307,0.002192283
4,10,8,16,1000000,0,0.001305,0.00136
4,10,8,16,1000000,5,0.003395,0.002175
4,10,8,16,1000000,10,0.01933,0.008145
4,10,8,16,1000000,15,0.09161,0.04291
4,10,8,16,1000000,20,0.223065,0.144725
4,10,8,16,1000000,25,0.39492,0.31851
4,10,8,16,1000000,30,0.493355,0.46535
4,10,8,16,10000000,0,0.001415,0.001125
4,10,8,16,10000000,5,0.0035,0.00107
4,10,8,16,10000000,10,0.019445,0.00155
4,10,8,16,10000000,15,0.095855,0.00352
4,10,8,16,10000000,20,0.213845,0.017715
4,10,8,16,10000000,25,0.397165,0.080945
4,10,8,16,10000000,30,0.486415,0.224965
4,10,8,16,30000000,0,0.00133,0.001015
4,10,8,16,30000000,5,0.003695,0.001125
4,10,8,16,30000000,10,0.018375,0.00125
4,10,8,16,30000000,15,0.0881,0.001685
4,10,8,16,30000000,20,0.23453,0.004285
4,10,8,16,30000000,25,0.393205,0.021405
4,10,8,16,30000000,30,0.494435,0.096015
4,10,8,16,100000000,0,0.001185,0.00097
4,10,8,16,100000000,5,0.00291,0.00104
4,10,8,16,100000000,10,0.01551,0.001055
4,10,8,16,100000000,15,0.089185,0.00122
4,10,8,16,100000000,20,0.209615,0.0015
4,10,8,16,100000000,25,0.38139,0.0026
4,10,8,16,100000000,30,0.512605,0.01087
4,10,8,16,300000000,0,0.00148,0.00096
4,10,8,16,300000000,5,0.00333,0.000945
4,10,8,16,300000000,10,0.01575,0.00103
4,10,8,16,300000000,15,0.07998,0.00102
4,10,8,16,300000000,20,0.189915,0.001075
4,10,8,16,300000000,25,0.44169,0.001055
4,10,8,16,300000000,30,0.504675,0.001465
4,10,8,16,1000000000,0,0.00124,0.000975
4,10,8,16,1000000000,5,0.00854,0.00085
4,10,8,16,1000000000,10,0.009265,0.00099
4,10,8,16,1000000000,15,0.14509,0.001065
4,10,8,16,1000000000,20,0.26236,0.00093
4,10,8,16,1000000000,25,0.39548,0.000985
4,10,8,16,1000000000,30,0.541915,0.000995
4,10,8,16,10000000000,0,0.00084,0.000915
4,10,8,16,10000000000,5,0.00105,0.00097
4,10,8,16,10000000000,10,0.0012,0.001
4,10,8,16,10000000000,15,0.01,0.00103
4,10,8,16,10000000000,20,0.10874,0.000925
4,10,8,16,10000000000,25,0.10031,0.001085
4,10,8,16,10000000000,30,0.358205,0.001205
4,10,8,16,30000000000,0,0.000905,0.00112
4,10,8,16,30000000000,5,0.00083,0.000895
4,10,8,16,30000000000,10,0.001135,0.00112
4,10,8,16,30000000000,15,0.005015,0.001
4,10,8,16,30000000000,20,0.00733,0.001005
4,10,8,16,30000000000,25,0.052355,0.00099
4,10,8,16,30000000000,30,0.25576,0.00102
4,10,8,64,1000000,0,0.00146953,0.001984365
4,10,8,64,1000000,5,0.003643834,0.004433581
4,10,8,64,1000000,10,0.020018594,0.023922345
4,10,8,64,1000000,15,0.090581014,0.097533789
4,10,8,64,1000000,20,0.226072657,0.234799864
4,10,8,64,1000000,25,0.391539707,0.409413988
4,10,8,64,1000000,30,0.494866643,0.488143794
4,10,8,64,10000000,0,0.001174624,0.001159629
4,10,8,64,10000000,5,0.003703815,0.001519514
4,10,8,64,10000000,10,0.018234165,0.002824096
4,10,8,64,10000000,15,0.089766275,0.011946177
4,10,8,64,10000000,20,0.225192938,0.056861804
4,10,8,64,10000000,25,0.39209453,0.18034229
4,10,8,64,10000000,30,0.495071577,0.357210693
4,10,8,64,30000000,0,0.001399552,0.001199616
4,10,8,64,30000000,5,0.004508557,0.001189619
4,10,8,64,30000000,10,0.021573097,0.001559501
4,10,8,64,30000000,15,0.094639715,0.00371881
4,10,8,64,30000000,20,0.219884637,0.017269474
4,10,8,64,30000000,25,0.398277551,0.077445218
4,10,8,64,30000000,30,0.494461772,0.216685661
4,10,8,64,100000000,0,0.001449536,0.001079655
4,10,8,64,100000000,5,0.004193658,0.001004679
4,10,8,64,100000000,10,0.015410069,0.001234605
4,10,8,64,100000000,15,0.076145633,0.001509517
4,10,8,64,100000000,20,0.214331414,0.003368922
4,10,8,64,100000000,25,0.363103807,0.017029551
4,10,8,64,100000000,30,0.489048504,0.079224648
4,10,8,64,300000000,0,0.001599488,0.000954694
4,10,8,64,300000000,5,0.003338932,0.000974688
4,10,8,64,300000000,10,0.027786108,0.000989683
4,10,8,64,300000000,15,0.062320058,0.000984685
4,10,8,64,300000000,20,0.156869802,0.001399552
4,10,8,64,300000000,25,0.39731286,0.002434221
4,10,8,64,300000000,30,0.498290547,0.009691899
4,10,8,64,1000000000,0,0.001039667,0.001064659
4,10,8,64,1000000000,5,0.006173025,0.000984685
4,10,8,64,1000000000,10,0.029930422,0.000949696
4,10,8,64,1000000000,15,0.047989643,0.001064659
4,10,8,64,1000000000,20,0.215121161,0.000979687
4,10,8,64,1000000000,25,0.41853107,0.001114643
4,10,8,64,1000000000,30,0.485839531,0.001199616
4,10,8,64,10000000000,0,0.000939699,0.001054663
4,10,8,64,10000000000,5,0.000869722,0.001029671
4,10,8,64,10000000000,10,0.000979687,0.001019674
4,10,8,64,10000000000,15,0.008912148,0.00096969
4,10,8,64,10000000000,20,0.039682302,0.000944698
4,10,8,64,10000000000,25,0.048849368,0.000879718
4,10,8,64,10000000000,30,0.295175544,0.000989683
4,10,8,64,30000000000,0,0.000809741,0.000959693
4,10,8,64,30000000000,5,0.000769754,0.000919706
4,10,8,64,30000000000,10,0.000924704,0.001039667
4,10,8,64,30000000000,15,0.001824416,0.000919706
4,10,8,64,30000000000,20,0.012580974,0.000899712
4,10,8,64,30000000000,25,0.058261356,0.001059661
4,10,8,64,30000000000,30,0.237459013,0.000934701
4,10,8,128,1000000,0,0.001303748,0.001868207
4,10,8,128,1000000,5,0.003661485,0.006054188
4,10,8,128,1000000,10,0.019251519,0.030590633
4,10,8,128,1000000,15,0.091332321,0.116408248
4,10,8,128,1000000,20,0.223900056,0.268786965
4,10,8,128,1000000,25,0.395085718,0.42907309
4,10,8,128,1000000,30,0.494120644,0.495764066
4,10,8,128,10000000,0,0.001393662,0.001173873
4,10,8,128,10000000,5,0.003381754,0.00170836
4,10,8,128,10000000,10,0.021169677,0.004820372
4,10,8,128,10000000,15,0.092336357,0.025355659
4,10,8,128,10000000,20,0.229304867,0.098935022
4,10,8,128,10000000,25,0.385175232,0.248985973
4,10,8,128,10000000,30,0.489515066,0.416350304
4,10,8,128,30000000,0,0.001448609,0.001019022
4,10,8,128,30000000,5,0.003371763,0.001298753
4,10,8,128,30000000,10,0.026289762,0.001863211
4,10,8,128,30000000,15,0.103935222,0.006903373
4,10,8,128,30000000,20,0.211067375,0.039522059
4,10,8,128,30000000,25,0.390744885,0.133047275
4,10,8,128,30000000,30,0.478111013,0.304362812
4,10,8,128,100000000,0,0.001368686,0.001053988
4,10,8,128,100000000,5,0.003391744,0.001009031
4,10,8,128,100000000,10,0.013087436,0.001318734
4,10,8,128,100000000,15,0.090038563,0.002068015
4,10,8,128,100000000,20,0.251943135,0.007682625
4,10,8,128,100000000,25,0.338759791,0.042599105
4,10,8,128,100000000,30,0.463769781,0.143742008
4,10,8,128,300000000,0,0.001133911,0.001004036
4,10,8,128,300000000,5,0.001978101,0.000929108
4,10,8,128,300000000,10,0.01293758,0.001138907
4,10,8,128,300000000,15,0.080467751,0.001408648
4,10,8,128,300000000,20,0.171255595,0.002053029
4,10,8,128,300000000,25,0.375654372,0.00659367
4,10,8,128,300000000,30,0.47081302,0.034586797
4,10,8,128,1000000000,0,0.001039003,0.000984055
4,10,8,128,1000000000,5,0.002682425,0.000939098
4,10,8,128,1000000000,10,0.051110934,0.000924113
4,10,8,128,1000000000,15,0.093545197,0.000919118
4,10,8,128,1000000000,20,0.171700168,0.00109395
4,10,8,128,1000000000,25,0.339963635,0.001473585
4,10,8,128,1000000000,30,0.561995484,0.002527574
4,10,8,128,10000000000,0,0.000954084,0.001143902
4,10,8,128,10000000000,5,0.001039003,0.001113931
4,10,8,128,10000000000,10,0.001248801,0.000989051
4,10,8,128,10000000000,15,0.004365809,0.001073969
4,10,8,128,10000000000,20,0.020520301,0.001058983
4,10,8,128,10000000000,25,0.099894102,0.001009031
